created at,beneficiary,emitter,amount,status
2017-09-30 09:16:09 UTC,The Walt Disney Company,ShipHawk,61835,suspicious
2017-04-10 07:26:14 UTC,Kobalt,Foundation Medicine,187796,healthy
2017-03-01 06:04:35 UTC,Signal,Talkspace,92322,suspicious
2017-12-27 09:23:14 UTC,Future Mobility,RingCentral,130932,suspicious
2017-06-07 11:26:14 UTC,Yogome,Rivigo,42459,suspicious
2017-07-21 13:01:28 UTC,zulily,Split Software,133960,healthy
2017-10-15 06:00:17 UTC,ENGAGE,Drive.ai,41508,healthy
2017-10-20 03:36:44 UTC,iQiyi,Takeda Pharmaceutical,158053,healthy
2017-10-09 00:27:53 UTC,Bluecore,Gaana,194837,suspicious
2017-05-12 19:11:55 UTC,"DailyPay, Inc.",uBiome,141190,healthy
2017-11-13 02:59:06 UTC,Nazara Technologies,HubHaus,67582,healthy
2017-05-02 21:08:03 UTC,FireEye,Qihoo 360 Technology,17862,suspicious
2018-03-20 14:57:23 UTC,Blue Apron,Octiv,157095,suspicious
2017-07-14 03:36:09 UTC,Kuaishou,Concur Technologies,60070,healthy
2017-08-25 18:49:08 UTC,TurnKey Vacation Rentals,Puls,115366,healthy
2017-12-20 19:45:54 UTC,Kiddom,PharmEasy,55958,suspicious
2017-03-27 12:51:39 UTC,zulily,Senti Biosciences,128417,healthy
2017-04-29 15:41:59 UTC,Namely,KKR & Co. (Kohlberg Kravis Roberts & Co.),161905,healthy
2017-07-06 00:37:21 UTC,Zagster,Quizlet,85221,healthy
2017-09-27 21:55:51 UTC,Peel,Ancient Nutrition,93907,healthy
2017-05-19 19:38:41 UTC,iQiyi,Juicero,109204,healthy
2017-04-10 16:15:02 UTC,AWAL,Shipt,96440,suspicious
2017-07-16 18:19:05 UTC,HQTrivia,Gaana,84875,suspicious
2017-10-08 01:48:53 UTC,Mezi,Zum,132207,healthy
2017-09-16 16:42:50 UTC,Distil Networks,BitPesa,120419,suspicious
2018-02-21 20:44:10 UTC,Juicero,News Corp.,6823,healthy
2017-04-14 04:33:31 UTC,RedLock,Quikr,107100,healthy
2018-01-20 10:57:31 UTC,Youku,Farfetch,67088,suspicious
2017-09-12 05:52:11 UTC,Talkspace,Zagster,138118,suspicious
2017-11-15 20:00:28 UTC,Bluecore,Glooko,124347,healthy
2017-03-21 05:21:34 UTC,Yelp,Fair,11954,suspicious
2017-06-28 03:47:13 UTC,Juicero,Drive.ai,65246,healthy
2017-09-03 00:19:13 UTC,PharmEasy,Nazara Technologies,169962,healthy
2017-08-18 20:52:29 UTC,Drover,Via,31064,healthy
2018-01-01 20:41:51 UTC,Crunchbase,Urban Ladder,51929,suspicious
2017-12-06 05:03:59 UTC,WalkMe,Drive.ai,117532,suspicious
2017-04-25 11:40:49 UTC,FirstEnergy Corp.,Verizon Communications,114801,healthy
2017-05-02 14:00:25 UTC,Kuaishou,Split Software,26207,healthy
2018-03-01 09:02:07 UTC,"Nauto, Inc.",PharmEasy,185602,suspicious
2017-05-10 03:51:14 UTC,Vivino,Pepperfry.com,34737,healthy
2017-12-10 07:26:25 UTC,Vettery,Osmo,160833,healthy
2017-02-27 19:59:24 UTC,Grand Rounds,AWAL,56249,healthy
2018-01-01 16:03:48 UTC,AppNexus,Crunchbase,165768,suspicious
2017-08-01 02:35:13 UTC,Alibaba,Updater,9837,healthy
2017-04-15 12:42:37 UTC,IHS Markit ,Showpad,190760,suspicious
2017-10-04 03:59:14 UTC,"Phunware, Inc.",Drover,162984,healthy
2017-10-26 17:41:55 UTC,Doodhwala,Peel,20393,suspicious
2018-01-23 04:52:33 UTC,Acquia,Mayo Clinic,32044,suspicious
2017-08-09 18:38:31 UTC,Humacyte,17zuoye,52014,suspicious
2018-03-10 06:54:25 UTC,Qihoo 360 Technology,Relayr,74747,suspicious
2017-04-15 19:08:40 UTC,Propel(X),Domo,86379,healthy
2017-06-10 10:28:58 UTC,China Unicom,Senic,97952,healthy
2017-05-27 00:53:53 UTC,Senic,Prelude Fertility,78760,suspicious
2018-02-17 13:30:52 UTC,"DailyPay, Inc.",SoundCloud,26254,suspicious
2018-01-20 12:30:50 UTC,Tinyclues,MedGenome Inc.,195234,suspicious
2018-03-05 23:10:44 UTC,Drover,Penny,22674,suspicious
2017-02-28 20:03:59 UTC,Avvo,CyberX,186485,healthy
2017-02-02 14:52:16 UTC,Overstock.com,Concur Technologies,127126,suspicious
2017-05-18 05:17:51 UTC,China Unicom,Mezi,95619,healthy
2017-10-26 12:39:49 UTC,RingCentral,Zagster,60895,suspicious
2017-12-18 10:42:44 UTC,Toutiao,AirMap,48950,suspicious
2017-03-06 10:22:51 UTC,Propel(X),Cloudflare,75088,healthy
2017-04-01 05:16:40 UTC,Zwift,Verizon Communications,153496,healthy
2017-06-04 06:55:41 UTC,Acorns,KKR & Co. (Kohlberg Kravis Roberts & Co.),84967,suspicious
2017-07-11 03:48:22 UTC,FirstEnergy Corp.,Kahoot!,62337,healthy
2017-08-29 16:48:50 UTC,ShipHawk,Talkspace,37784,suspicious
2018-01-08 20:22:59 UTC,Propel(X),HomeAway,178088,suspicious
2017-09-04 15:12:03 UTC,AirMap,Magic,117367,healthy
2017-03-01 00:48:49 UTC,Avast,Avvo,81389,healthy
2017-02-20 12:45:37 UTC,Pinterest,Namely,185133,suspicious
2017-05-23 02:14:33 UTC,WuXi AppTec,ServiceNow,198754,suspicious
2017-11-19 11:34:46 UTC,Bitt,Octiv,90826,healthy
2017-11-09 11:37:44 UTC,FanAI Inc.,Magic,172500,healthy
2017-12-04 21:41:00 UTC,Relayr,Rani Therapeutics,9223,suspicious
2018-03-10 23:05:22 UTC,Jive Communications,Bench,24006,healthy
2017-05-23 10:58:41 UTC,Overstock.com,Yogome,74585,suspicious
2017-05-18 19:33:03 UTC,Ledger,KKR & Co. (Kohlberg Kravis Roberts & Co.),87405,suspicious
2017-02-27 19:06:45 UTC,Kahoot!,Shipt,135109,healthy
2017-02-22 00:53:29 UTC,Concur Technologies,SaltStack,112515,healthy
2018-02-08 19:09:21 UTC,Vivino,Ledger,115837,healthy
2018-03-06 12:12:33 UTC,Penny,Poka Inc.,132643,suspicious
2018-02-19 03:26:05 UTC,Coinbase,Intuit,36401,suspicious
2017-12-01 00:40:28 UTC,KIXEYE,17zuoye,189994,suspicious
2017-12-15 19:33:30 UTC,Signal,RedLock,23963,healthy
2018-02-27 18:35:08 UTC,SaltStack,KnowBe4,82672,healthy
2017-08-11 06:33:46 UTC,Juicero,Vettery,132597,healthy
2017-05-21 17:23:25 UTC,Pantheon,Payfone,37728,healthy
2017-11-24 03:25:39 UTC,Relayr,Yogome,52698,healthy
2017-07-15 14:16:06 UTC,ServiceNow,Urban Ladder,181344,suspicious
2017-09-11 17:22:46 UTC,Personal Capital,Mezi,130325,healthy
2017-04-26 19:15:07 UTC,Rocket Lab,Split Software,12087,healthy
2017-09-14 15:52:57 UTC,KIXEYE,Ucommune,190140,suspicious
2018-02-03 18:36:47 UTC,LiveRamp,Personal Capital,67286,suspicious
2017-04-04 19:03:57 UTC,SaltStack,Vectra Networks,157121,healthy
2017-07-20 04:47:26 UTC,Pepperfry.com,Yelp,145343,healthy
2017-09-15 20:25:15 UTC,Cognizant Technology Solutions,Cognizant Technology Solutions,82020,healthy
2017-10-18 05:50:21 UTC,Quizlet,Bitt,100052,suspicious
2017-12-18 08:45:22 UTC,WalkMe,IFTTT,72113,healthy
2017-12-13 14:57:32 UTC,Takeda Pharmaceutical,Quikr,103193,suspicious
2017-04-27 20:10:36 UTC,Rani Therapeutics,Luminoso,119954,suspicious
2018-02-27 12:34:23 UTC,Glooko,WuXi AppTec,165813,healthy
2017-06-11 12:30:49 UTC,Vettery,ShipHawk,196146,healthy
2018-01-19 04:58:26 UTC,Victorious,HomeAway,11146,suspicious
2017-02-26 06:54:20 UTC,GeoSpock Ltd.,Juicero,3796,suspicious
2017-06-01 04:12:25 UTC,Talkspace,KIXEYE,103373,healthy
2017-07-07 04:02:22 UTC,Moovit,Cognizant Technology Solutions,24613,suspicious
2018-03-13 17:40:41 UTC,Blockchain,Mayo Clinic,86019,suspicious
2017-12-29 11:25:23 UTC,Split Software,Kahoot!,100312,suspicious
2017-02-22 23:58:29 UTC,17zuoye,First Solar,72726,healthy
2017-09-19 19:47:40 UTC,Honest Buildings,Power Ledger,281,suspicious
2018-02-17 11:20:20 UTC,"Phunware, Inc.","DailyPay, Inc.",53856,healthy
2017-02-27 01:07:59 UTC,Ancient Nutrition,Octiv,66118,healthy
2018-01-07 04:10:14 UTC,Acquia,Zum,121935,suspicious
2017-05-20 06:31:49 UTC,SugarCRM,Sea Limited,81279,suspicious
2017-09-11 10:19:16 UTC,SoundCloud,Updater,153363,suspicious
2017-06-14 07:45:23 UTC,uBiome,Overstock.com,49806,healthy
2017-04-03 01:34:35 UTC,TechCrunch,Leap Motion,140816,healthy
2018-03-23 02:48:31 UTC,3D Systems,HomeAway,34979,healthy
2017-04-11 06:57:20 UTC,bitFlyer,Crunchbase,78479,suspicious
2017-05-26 23:35:34 UTC,TechCrunch,Illumio,167549,suspicious
2017-05-05 16:49:41 UTC,Payfone,Udaan,105322,healthy
2017-09-13 05:10:44 UTC,News Corp.,Bitmain,143721,healthy
2017-03-12 05:23:57 UTC,17zuoye,Symantec,44691,healthy
2017-04-11 06:05:05 UTC,Cloudflare,Avvo,1250,healthy
2017-03-22 09:18:19 UTC,Jamf,comScore,132302,healthy
2017-07-20 17:42:21 UTC,FanAI Inc.,Avvo,176934,suspicious
2017-06-09 10:01:30 UTC,Pinterest,Victorious,117939,healthy
2017-11-11 01:55:52 UTC,Toutiao,"Nauto, Inc.",132158,suspicious
2017-02-27 02:17:48 UTC,Rocket Lab,Crunchbase,193618,healthy
2017-05-30 19:16:27 UTC,Drive.ai,HomeAway,17859,suspicious
2017-12-24 10:24:58 UTC,Pinterest,Toutiao,62134,healthy
2017-09-30 01:15:26 UTC,Grand Rounds,Distil Networks,3022,suspicious
2017-02-07 11:50:13 UTC,Gfycat,Atom Bank,189052,suspicious
2017-03-17 12:31:36 UTC,Airtasker,IFTTT,35320,healthy
2017-12-05 08:41:50 UTC,Withings,"Procore Technologies, Inc.",106966,healthy
2017-02-18 19:47:39 UTC,PhonePe,Senic,83565,healthy
2017-10-24 22:22:38 UTC,BitPesa,uBiome,162549,healthy
2017-05-29 04:41:47 UTC,Circle,News Corp.,124442,suspicious
2017-06-23 23:02:55 UTC,Luminoso,Poka Inc.,114690,healthy
2017-11-29 00:40:41 UTC,Farfetch,Relayr,185727,suspicious
2017-10-11 10:01:21 UTC,"Nauto, Inc.",TechCrunch,170080,suspicious
2018-03-04 13:01:12 UTC,Future Mobility,GeoSpock Ltd.,70682,healthy
2017-06-09 16:37:00 UTC,zulily,Luminoso,697,healthy
2018-01-30 18:01:45 UTC,PagerDuty,Moderna Therapeutics,131101,healthy
2017-05-22 21:42:08 UTC,Kahoot!,Cofense,25992,suspicious
2017-09-02 05:46:11 UTC,Avast,ServiceNow,161016,suspicious
2018-01-01 23:31:25 UTC,RedLock,LiveRamp,129982,suspicious
2017-02-16 23:58:32 UTC,Mezi,Tesco,192023,healthy
2017-10-19 03:26:31 UTC,Pantheon,ENGAGE,32509,suspicious
2017-12-03 20:45:00 UTC,PagerDuty,Nazara Technologies,44941,healthy
2017-04-16 11:43:31 UTC,LiveRamp,IDEAYA Biosciences,109850,suspicious
2017-03-19 04:10:06 UTC,Blockchain,Power Ledger,164394,healthy
2017-12-18 13:36:18 UTC,Affirm,AWAL,175860,suspicious
2018-03-16 16:21:51 UTC,17zuoye,Updater,89030,healthy
2017-11-07 09:25:19 UTC,Future Mobility,Yogome,892,healthy
2017-08-28 08:33:33 UTC,ENGAGE,Fair,150120,suspicious
2017-10-09 02:48:35 UTC,AppNexus,RingCentral,86617,healthy
2017-07-22 12:32:11 UTC,Personal Capital,Upskill (formerly APX Labs),21332,healthy
2017-03-30 00:24:41 UTC,Personal Capital,HubHaus,92113,healthy
2017-07-08 00:10:31 UTC,SoundCloud,AirMap,54160,healthy
2017-12-05 17:46:55 UTC,Kiddom,Peel,189585,healthy
2017-06-29 04:11:38 UTC,"Procore Technologies, Inc.",Cofense,189121,healthy
2017-07-31 16:03:32 UTC,Alibaba,Moderna Therapeutics,85317,suspicious
2017-04-01 14:26:41 UTC,GeoSpock Ltd.,Juicero,52857,healthy
2017-03-04 14:37:07 UTC,OneWeb,PagerDuty,131626,suspicious
2017-07-19 21:00:45 UTC,Jamf,Evergage,105631,suspicious
2017-11-26 16:33:53 UTC,News Corp.,Vettery,95087,suspicious
2017-04-27 07:06:32 UTC,The Walt Disney Company,Bench,15992,healthy
2018-01-02 10:48:58 UTC,Coinbase,Victorious,131417,suspicious
2017-08-25 12:27:01 UTC,Signal Foundation,Verizon Communications,81346,suspicious
2017-04-30 07:42:29 UTC,IDEAYA Biosciences,SugarCRM,110469,healthy
2017-04-25 09:19:55 UTC,Overstock.com,KnowBe4,157396,suspicious
2018-01-07 14:17:57 UTC,PhonePe,Bancor,156902,healthy
2017-08-28 05:36:45 UTC,PhonePe,Signal Foundation,69970,healthy
2017-08-10 19:33:42 UTC,Qihoo 360 Technology,Kahoot!,15104,suspicious
2018-02-22 14:11:38 UTC,Deliveroo,Urban Ladder,83416,healthy
2017-02-25 20:13:18 UTC,Youku,Fair,164017,suspicious
2018-03-21 05:46:26 UTC,Affirm,Index,46627,suspicious
2017-12-30 02:25:21 UTC,Nazara Technologies,Bitt,24557,healthy
2017-10-21 06:31:25 UTC,RedLock,Wellthy Therapeutics Pvt Ltd,57065,healthy
2018-01-31 18:56:28 UTC,Icertis,Kakao,19603,suspicious
2017-08-10 07:09:38 UTC,Concur Technologies,Puls,12372,suspicious
2018-01-28 23:36:18 UTC,The Walt Disney Company,Atom Bank,49318,healthy
2017-10-02 02:55:42 UTC,ShipHawk,ENGAGE,119463,suspicious
2018-02-13 00:52:35 UTC,Prelude Fertility,Storj Labs,153394,suspicious
2017-07-27 06:45:20 UTC,Knotel,Magic,131754,healthy
2017-07-20 16:39:04 UTC,Namely,First Solar,63903,healthy
2017-04-24 20:06:58 UTC,Youku,Rocket Lab,103304,healthy
2017-08-31 17:00:39 UTC,Payoneer,Magic,89573,suspicious
2017-05-03 20:10:34 UTC,Storj Labs,Pepperfry.com,160899,healthy
2017-07-20 21:41:56 UTC,Ucommune,Chef,34618,healthy
2017-08-31 21:08:49 UTC,iQiyi,Glooko,90978,suspicious
2017-07-22 00:21:23 UTC,Cofense,ServiceNow,59511,healthy
2018-01-02 22:03:17 UTC,Toutiao,OneWeb,192667,suspicious
2017-11-18 09:14:21 UTC,Withings,Updater,75801,suspicious
2017-06-29 21:24:38 UTC,Ancient Nutrition,BitPesa,99973,suspicious
2018-02-26 18:03:21 UTC,AWAL,Stitch Fix,99132,healthy
2017-06-01 11:21:46 UTC,Acquia,Overstock.com,127900,healthy
2017-06-07 09:09:58 UTC,Gfycat,Dialpad,58200,healthy
2017-12-06 23:52:01 UTC,Dialpad,Quizlet,90720,healthy
2018-03-05 11:51:02 UTC,Quizlet,ServiceNow,84742,suspicious
2017-02-01 20:07:04 UTC,Distil Networks,Humacyte,181154,suspicious
2017-12-26 20:28:25 UTC,Hotelogix,SugarCRM,53517,healthy
2017-08-25 04:27:28 UTC,Toutiao,Voicera,169162,healthy
2017-11-06 08:27:51 UTC,Voicera,Shipt,151322,healthy
2017-12-05 13:48:39 UTC,Yelp,Foundation Medicine,195398,healthy
2017-02-20 21:08:04 UTC,Rani Therapeutics,Power Ledger,73303,suspicious
2018-01-16 02:59:06 UTC,bitFlyer,Kakao,93291,healthy
2017-04-28 06:45:25 UTC,Knotel,Bluecore,89967,healthy
2017-03-04 14:28:10 UTC,Mayo Clinic,Bazaarvoice,182155,suspicious
2018-02-28 01:19:16 UTC,FirstEnergy Corp.,Juicero,158538,healthy
2017-03-07 16:00:09 UTC,Rocket Lab,comScore,62964,suspicious
2017-07-12 20:54:25 UTC,Kakao,Payoneer,51214,suspicious
2017-05-20 15:56:08 UTC,Magic,TurnKey Vacation Rentals,145442,suspicious
2018-02-02 20:24:22 UTC,Index,Power Ledger,170263,healthy
2017-11-11 08:43:12 UTC,Drover,Jamf,22949,suspicious
2017-07-09 05:27:30 UTC,Meituan-Dianping,HQTrivia,189248,suspicious
2017-12-06 15:23:14 UTC,Vettery,Nazara Technologies,125026,suspicious
2017-11-25 05:11:40 UTC,Signal,Osmo,19509,healthy
2017-10-05 14:32:49 UTC,PharmEasy,Cloudflare,25453,suspicious
2018-02-19 16:33:16 UTC,Glooko,Penny,71839,healthy
2018-01-17 17:55:22 UTC,Icertis,Yelp,197480,suspicious
2017-05-31 20:11:37 UTC,EVERFI,ENGAGE,167966,healthy
2017-09-28 11:09:45 UTC,Evergage,IFTTT,154404,healthy
2017-05-22 01:35:05 UTC,Affirm,Mayo Clinic,126241,suspicious
2017-03-24 01:09:07 UTC,bitFlyer,Glooko,53620,suspicious
2017-04-26 04:05:49 UTC,Meituan-Dianping,Wellthy Therapeutics Pvt Ltd,173647,suspicious
2017-05-15 04:00:13 UTC,Hyperloop Transportation Technologies,Cognizant Technology Solutions,86120,healthy
2017-03-28 07:18:38 UTC,Mezi,Humacyte,182206,healthy
2017-07-20 08:37:16 UTC,Wellthy Therapeutics Pvt Ltd,FireEye,181786,suspicious
2018-01-21 18:50:39 UTC,Drover,Updater,71101,suspicious
2017-05-03 23:44:53 UTC,Qihoo 360 Technology,FirstEnergy Corp.,36158,suspicious
2018-02-22 19:33:43 UTC,Taulia,Shipt,132923,suspicious
2017-07-23 21:33:34 UTC,Withings,Signal,132104,healthy
2017-10-03 20:39:49 UTC,Hotelogix,Kobalt,89050,healthy
2018-03-09 15:28:16 UTC,IDEAYA Biosciences,Bluecore,10862,suspicious
2017-05-13 13:30:40 UTC,Acquia,IHS Markit ,57381,healthy
2017-09-08 05:20:56 UTC,Dialpad,Zagster,133798,healthy
2017-05-17 10:15:08 UTC,Wochit,Avvo,94672,healthy
2017-12-12 08:06:16 UTC,Puls,Kobalt,198237,suspicious
2017-08-29 19:57:57 UTC,Affirm,EVERFI,22726,healthy
2018-01-03 10:31:53 UTC,Kobalt,Hyperloop Transportation Technologies,127870,suspicious
2017-12-12 09:36:35 UTC,Talkspace,Bancor,184917,healthy
2018-03-05 23:12:05 UTC,Upskill (formerly APX Labs),Nazara Technologies,39051,suspicious
2017-10-15 14:22:38 UTC,TurnKey Vacation Rentals,CleverTap,14829,healthy
2017-08-30 23:05:46 UTC,Gfycat,zulily,132527,suspicious
2017-12-09 05:49:11 UTC,Siri,iQiyi,109911,suspicious
2017-02-05 07:39:04 UTC,Yelp,Ford Motor Company,189330,suspicious
2018-03-21 13:29:50 UTC,LiveRamp,Power Ledger,68290,healthy
2017-07-31 16:17:13 UTC,Mezi,Kiddom,149071,healthy
2018-02-19 23:17:02 UTC,Quizlet,Acorns,113668,healthy
2017-11-26 17:11:18 UTC,Osmo,Jive Communications,197088,suspicious
2017-02-22 06:52:53 UTC,Nazara Technologies,Jamf,7162,suspicious
2017-08-24 07:40:34 UTC,PharmEasy,ShipHawk,23182,healthy
2017-04-29 15:39:39 UTC,Wellthy Therapeutics Pvt Ltd,Bench,46467,suspicious
2018-02-28 21:47:08 UTC,China Unicom,Yoox Net-a-Porter Group,109564,healthy
2017-09-13 22:38:38 UTC,Power Ledger,Payoneer,76083,suspicious
2017-12-03 21:56:25 UTC,Victorious,Power Ledger,135504,healthy
2018-01-17 22:52:20 UTC,Zum,Juicero,7950,healthy
2018-02-20 06:46:39 UTC,The Walt Disney Company,Udaan,65709,suspicious
2018-02-28 16:48:27 UTC,HomeAway,CyberX,142125,healthy
2017-05-05 11:00:52 UTC,Poka Inc.,Voicera,69039,healthy
2017-09-05 19:29:24 UTC,Jana,Bench,166666,healthy
2017-03-06 19:07:26 UTC,Symantec,TechCrunch,185338,healthy
2017-02-07 13:45:58 UTC,Wellthy Therapeutics Pvt Ltd,Evergage,128508,suspicious
2017-08-13 10:14:51 UTC,Osmo,iQiyi,19519,healthy
2017-05-13 23:10:01 UTC,WalkMe,ENGAGE,65859,suspicious
2018-02-21 09:51:33 UTC,First Solar,Payoneer,26534,healthy
2017-10-17 05:56:45 UTC,HQTrivia,Bench,75749,suspicious
2017-11-24 00:53:06 UTC,Acorns,CyberX,103328,suspicious
2018-03-21 11:22:04 UTC,AWAL,Tinyclues,92808,healthy
2017-08-31 13:09:05 UTC,FanDuel,Gaana,106899,healthy
2017-07-10 12:18:49 UTC,Bazaarvoice,Honest Buildings,94998,suspicious
2017-09-02 04:53:24 UTC,Updater,Sea Limited,23594,suspicious
2018-01-28 00:56:41 UTC,FireEye,FirstEnergy Corp.,128165,healthy
2017-10-06 14:11:35 UTC,Leap Motion,Gaana,143689,suspicious
2017-11-10 11:14:29 UTC,FireEye,WalkMe,16050,suspicious
2017-03-30 18:42:00 UTC,FireEye,RedLock,148795,healthy
2018-03-12 15:46:46 UTC,IHS Markit ,"DailyPay, Inc.",128712,suspicious
2017-10-09 10:34:08 UTC,BitPesa,Qihoo 360 Technology,192296,healthy
2017-05-15 17:54:08 UTC,Signal Foundation,PhonePe,143722,suspicious
2017-08-16 08:29:41 UTC,Peel,OneWeb,4911,healthy
2018-01-01 17:39:44 UTC,Talkspace,Jive Communications,13367,suspicious
2018-02-22 04:13:36 UTC,Coinbase,Acorns,175537,suspicious
2017-12-08 09:36:19 UTC,PagerDuty,TurnKey Vacation Rentals,100987,suspicious
2017-02-11 00:18:54 UTC,China Unicom,HCL Technologies,3947,suspicious
2017-06-30 05:12:03 UTC,Jiffy,Grand Rounds,65294,suspicious
2018-02-01 23:48:51 UTC,The Walt Disney Company,Kobalt,197165,healthy
2017-05-23 16:27:40 UTC,RingCentral,BitPesa,28622,healthy
2017-11-04 10:46:57 UTC,Airtasker,Grand Rounds,112247,healthy
2017-09-14 15:09:05 UTC,Storj Labs,Yoox Net-a-Porter Group,51213,suspicious
2017-09-08 19:29:47 UTC,HomeAway,BitPesa,93770,suspicious
2017-02-07 17:44:12 UTC,Influenster,OneWeb,124633,healthy
2017-11-26 23:48:38 UTC,"Procore Technologies, Inc.",Jive Communications,72735,suspicious
2018-01-26 20:31:38 UTC,Intuit,Ucommune,29865,healthy
2017-02-23 15:36:02 UTC,"Procore Technologies, Inc.",Foundation Medicine,152760,suspicious
2017-05-29 11:24:43 UTC,Dwolla,Tinyclues,121246,healthy
2017-05-02 06:33:44 UTC,Kakao,Yogome,86493,healthy
2017-05-30 19:29:24 UTC,Updater,Atom Bank,31815,healthy
2017-11-21 08:07:05 UTC,Drive.ai,Toutiao,89051,healthy
2017-06-30 06:53:54 UTC,WalkMe,Quikr,130498,suspicious
2017-02-05 08:58:16 UTC,zulily,Zwift,100737,healthy
2017-12-16 16:03:20 UTC,Influenster,Penny,161189,suspicious
2017-04-07 21:42:37 UTC,Talkspace,Victorious,112631,suspicious
2017-02-24 05:26:18 UTC,Wochit,Cloudflare,112700,healthy
2017-07-27 07:34:58 UTC,Senti Biosciences,Signal,135481,suspicious
2018-01-16 00:35:17 UTC,Seeking Alpha,Arctic Wolf Networks,65281,healthy
2017-10-19 11:16:30 UTC,WalkMe,HubHaus,156994,suspicious
2017-03-23 06:38:53 UTC,BigID,Penny,85957,suspicious
2017-04-27 22:29:27 UTC,Deliveroo,Future Mobility,149208,suspicious
2017-05-03 04:45:48 UTC,Glooko,First Solar,66196,healthy
2018-01-22 20:51:27 UTC,Acorns,Namely,189297,healthy
2018-03-02 08:05:51 UTC,Airtable,Deliveroo,48921,healthy
2017-08-15 01:23:44 UTC,CleverTap,Ledger,153710,suspicious
2018-03-19 17:17:55 UTC,Cloudera,Hyperloop Transportation Technologies,162071,suspicious
2017-02-19 12:04:32 UTC,Showpad,17zuoye,136493,healthy
2017-04-20 03:15:50 UTC,Avvo,Evergage,28616,suspicious
2017-08-04 08:16:19 UTC,Juicero,Hyperloop Transportation Technologies,5305,healthy
2017-07-29 19:48:14 UTC,Avast,Icertis,177136,healthy
2017-09-30 02:26:25 UTC,HealthCare.com,Penny,87290,suspicious
2017-02-25 02:59:53 UTC,"Nauto, Inc.",Poka Inc.,119343,suspicious
2017-06-16 08:22:48 UTC,Magic,Upskill (formerly APX Labs),89682,suspicious
2017-11-11 06:35:44 UTC,Influenster,Bancor,13166,suspicious
2018-02-16 07:52:03 UTC,Bluecore,Drover,74174,healthy
2017-04-28 21:20:37 UTC,KKR & Co. (Kohlberg Kravis Roberts & Co.),BigID,72234,suspicious
2017-05-26 16:50:22 UTC,KKR & Co. (Kohlberg Kravis Roberts & Co.),TurnKey Vacation Rentals,77727,healthy
2017-12-18 00:45:52 UTC,Penny,Peel,54538,healthy
2017-07-22 14:23:33 UTC,IFTTT,Alibaba,153101,suspicious
2018-03-16 19:33:24 UTC,Wellthy Therapeutics Pvt Ltd,Taulia,115047,healthy
2017-08-02 19:03:52 UTC,Showpad,Nazara Technologies,198806,suspicious
2017-08-31 15:32:43 UTC,Kobalt,MedGenome Inc.,139323,suspicious
2017-02-10 01:12:58 UTC,Signal,ServiceNow,47216,suspicious
2017-07-15 04:43:29 UTC,Ucommune,Bitt,71978,healthy
2017-11-26 22:24:48 UTC,Taulia,Apptio,143621,healthy
2018-01-29 20:21:38 UTC,PhonePe,Jamf,56669,suspicious
2017-11-02 15:17:03 UTC,FanDuel,Bancor,154226,suspicious
2017-10-11 06:33:48 UTC,Cloudflare,Zagster,100081,healthy
2017-12-24 03:25:58 UTC,Mayo Clinic,Bitmain,110156,suspicious
2018-01-23 02:44:58 UTC,KIXEYE,SentinelOne,80642,suspicious
2017-09-15 13:18:47 UTC,Senti Biosciences,Avvo,77201,healthy
2017-09-15 19:29:46 UTC,Osmo,MedGenome Inc.,30074,healthy
2017-03-01 03:28:04 UTC,Rocket Lab,Vectra Networks,83046,healthy
2017-06-14 03:33:40 UTC,Rocket Lab,Concur Technologies,191025,healthy
2017-02-09 10:31:51 UTC,SentinelOne,Illumio,142690,healthy
2018-03-06 03:11:54 UTC,"Procore Technologies, Inc.",FanAI Inc.,93799,suspicious
2017-10-04 19:31:24 UTC,Concur Technologies,RedLock,159836,healthy
2017-03-02 10:00:40 UTC,Tesco,"Nauto, Inc.",73434,healthy
2017-10-19 16:45:38 UTC,FanDuel,RingCentral,34387,healthy
2017-02-28 17:22:11 UTC,DataVisor,Ford Motor Company,132124,healthy
2017-05-15 08:37:14 UTC,IFTTT,Takeda Pharmaceutical,27623,healthy
2017-10-22 00:50:18 UTC,Atom Bank,Bitt,135491,suspicious
2017-09-08 05:50:28 UTC,Via,Tesco,97886,healthy
2017-06-25 12:09:00 UTC,AppNexus,"Nauto, Inc.",146975,healthy
2018-03-05 21:12:16 UTC,HealthCare.com,Stitch Fix,179001,suspicious
2017-02-02 15:08:37 UTC,"DailyPay, Inc.",Takeda Pharmaceutical,133770,healthy
2017-05-13 05:53:55 UTC,BigID,BigID,42878,healthy
2017-08-05 11:40:47 UTC,Ford Motor Company,17zuoye,121616,suspicious
2017-06-23 04:02:44 UTC,Avast,Curatio Healthcare,48424,suspicious
2017-03-28 10:24:14 UTC,Senti Biosciences,TurnKey Vacation Rentals,122476,healthy
2017-06-14 18:14:00 UTC,Peel,Distil Networks,105639,suspicious
2017-03-11 06:52:46 UTC,The Walt Disney Company,Acorns,29526,suspicious
2017-05-04 19:28:26 UTC,BigID,Drover,30726,suspicious
2017-05-02 06:29:25 UTC,Ancient Nutrition,"Nauto, Inc.",102115,healthy
2017-12-26 00:47:31 UTC,Shopify,Magic,57214,suspicious
2017-04-21 22:03:22 UTC,Toutiao,Qihoo 360 Technology,167413,healthy
2017-06-27 20:26:22 UTC,CleverTap,BitPesa,127591,healthy
